Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss ($M),Affected Users,Incident Resolution Time (h),Loss per Affected User,Resolution Category,Loss norm,User norm,Res norm,Severity Score
Japan,2024,SQL Injection,Banking,Unknown,Social Engineering,Antivirus,67.37,521384,32,0.0,1-3 days,0.6721278520454318,0.5213713620046216,0.43661971830985913,0.5797992782860742
Russia,2022,SQL Injection,Government,Insider,Weak Passwords,Antivirus,69.09,474183,27,0.0,1-3 days,0.6894160217107248,0.47413309100880596,0.36619718309859156,0.5601873747777225
Brazil,2018,SQL Injection,Retail,Insider,Unpatched Software,Firewall,36.63,829742,57,0.0,1-3 days,0.363152075585486,0.8299728485775276,0.7887323943661971,0.5883143712392407
USA,2021,DDoS,Telecommunications,Unknown,Weak Passwords,AI-based Detection,99.81,460842,59,0.0,1-3 days,0.9981907729420043,0.4607815566481954,0.8169014084507042,0.8007101351556016
Australia,2022,Malware,Retail,Unknown,Zero-day,Firewall,47.33,839881,51,0.0,1-3 days,0.4707005729219017,0.840119854565252,0.704225352112676,0.6282313132530617
Brazil,2017,DDoS,IT,Unknown,Zero-day,Firewall,72.48,860625,4,0.0,Under a day,0.7234897979696453,0.8608802345050245,0.04225352112676056,0.6284596735616821
UK,2019,SQL Injection,Healthcare,Insider,Social Engineering,Firewall,65.47,263110,6,0.0,Under a day,0.653030455322143,0.2628934229106765,0.07042253521126761,0.41946776157652793
Japan,2020,Man-in-the-Middle,IT,Nation-state,Social Engineering,Firewall,13.61,506364,66,0.0,1-3 days,0.13177203739069254,0.5063395018669731,0.9154929577464789,0.400886460804734
USA,2021,Phishing,Education,Insider,Unpatched Software,Firewall,6.01,176772,6,0.0,Under a day,0.05538245049753744,0.1764872484390184,0.07042253521126761,0.09472190682272777
Brazil,2021,SQL Injection,Retail,Nation-state,Weak Passwords,Firewall,1.32,564277,1,0.0,Under a day,0.008242034375314103,0.5642982313044993,0.0,0.17341048657900685
Australia,2017,Man-in-the-Middle,Retail,Insider,Unpatched Software,AI-based Detection,47.97,36780,64,0.0,1-3 days,0.47713338023922003,0.03638470753424452,0.8873239436619719,0.42694689111227774
Germany,2021,Ransomware,Retail,Nation-state,Weak Passwords,VPN,46.82,589744,32,0.0,1-3 days,0.46557442959091366,0.5897853406337601,0.43661971830985913,0.4970467606475567
Russia,2018,Malware,Government,Hacker Group,Social Engineering,Encryption,59.01,309230,61,0.0,1-3 days,0.5880993064629612,0.30904984032401567,0.8450704225352113,0.5557786898357275
China,2024,Man-in-the-Middle,Telecommunications,Hacker Group,Weak Passwords,AI-based Detection,53.59,4913,61,0.01,1-3 days,0.5336214694944216,0.004492544617703368,0.8450704225352113,0.43717258263956404
Brazil,2020,SQL Injection,Education,Insider,Unpatched Software,Encryption,50.41,350295,5,0.0,Under a day,0.5016584581364961,0.3501472661930263,0.056338028169014086,0.36714101455995873
USA,2020,DDoS,Banking,Nation-state,Zero-day,Antivirus,60.2,998937,19,0.0,Under a day,0.6000603075686,0.9993014488431372,0.2535211267605634,0.6505248137893539
Brazil,2018,Malware,Telecommunications,Nation-state,Weak Passwords,Firewall,96.22,445546,45,0.0,1-3 days,0.9621067443964217,0.44547347857459535,0.6197183098591549,0.7386390777424205
Brazil,2023,SQL Injection,Healthcare,Insider,Zero-day,Firewall,7.33,486146,12,0.0,Under a day,0.06865011558950648,0.48610553726890515,0.15492957746478872,0.21114263446838255
UK,2016,Phishing,Education,Hacker Group,Zero-day,Firewall,29.49,466333,51,0.0,1-3 days,0.2913860689516534,0.4662768924681574,0.704225352112676,0.4264211726388092
Japan,2019,Phishing,Government,Nation-state,Zero-day,Encryption,73.35,706019,65,0.0,1-3 days,0.7322343954166247,0.7061521540495451,0.9014084507042254,0.7582445340640209
UK,2020,DDoS,Retail,Nation-state,Weak Passwords,Firewall,70.03,971464,4,0.0,Under a day,0.698864207458036,0.9718067555301133,0.04225352112676056,0.6494248346134042
India,2015,Man-in-the-Middle,IT,Nation-state,Weak Passwords,AI-based Detection,76.97,224983,42,0.0,1-3 days,0.7686199618052065,0.22473631695407675,0.5774647887323944,0.5672238337353052
Brazil,2019,Ransomware,Telecommunications,Nation-state,Unpatched Software,Encryption,87.41,919425,45,0.0,1-3 days,0.8735551311689617,0.9197266643381629,0.6197183098591549,0.8366392268577607
Russia,2023,DDoS,Telecommunications,Unknown,Unpatched Software,Encryption,57.25,115138,42,0.0,1-3 days,0.5704090863403357,0.11480458081426245,0.5774647887323944,0.4351388751609255
Japan,2020,Phishing,IT,Nation-state,Social Engineering,AI-based Detection,99.57,786468,42,0.0,1-3 days,0.9957784701980098,0.7866646784312823,0.5774647887323944,0.8493815963748685
India,2023,Phishing,Retail,Hacker Group,Weak Passwords,Antivirus,5.11,620560,59,0.0,1-3 days,0.04633631520755856,0.620625673656515,0.8169014084507042,0.37273614139087463
USA,2017,Malware,Government,Insider,Social Engineering,Encryption,56.74,976007,59,0.0,1-3 days,0.5652829430093477,0.9763533427874593,0.8169014084507042,0.7389277560310525
France,2016,DDoS,Education,Hacker Group,Zero-day,Firewall,46.58,361163,38,0.0,1-3 days,0.4631621268469193,0.3610238478159268,0.5211267605633803,0.44411356988091377
Brazil,2017,Ransomware,Healthcare,Nation-state,Zero-day,Encryption,54.78,469735,57,0.0,1-3 days,0.5455824706000604,0.4696815787656461,0.7887323943661971,0.5714421878029634
USA,2015,Man-in-the-Middle,IT,Unknown,Unpatched Software,AI-based Detection,46.27,117231,28,0.0,1-3 days,0.4600462358025933,0.11689923349522774,0.38028169014084506,0.341149225978034
Germany,2018,Ransomware,Healthcare,Unknown,Unpatched Software,VPN,14.38,276925,54,0.0,1-3 days,0.13951150869434115,0.276719331552595,0.7464788732394366,0.3020673284608364
Australia,2019,Malware,Telecommunications,Unknown,Zero-day,Antivirus,37.3,208089,33,0.0,1-3 days,0.3698864207458036,0.20782897706290263,0.4507042253521127,0.33743274856219513
Australia,2016,Phishing,Telecommunications,Hacker Group,Zero-day,Encryption,63.81,71720,21,0.0,Under a day,0.6363453613428486,0.07135229696230326,0.28169014084507044,0.39591639792912936
Russia,2024,Ransomware,Telecommunications,Nation-state,Social Engineering,AI-based Detection,35.62,236676,67,0.0,1-3 days,0.353000301537843,0.2364385500159626,0.9295774647887324,0.4333472087314567
India,2024,Man-in-the-Middle,Telecommunications,Nation-state,Weak Passwords,Antivirus,93.46,409281,18,0.0,Under a day,0.9343652628404865,0.409179842896045,0.23943661971830985,0.6378239082327187
Japan,2023,Phishing,Banking,Insider,Zero-day,Antivirus,82.36,612815,12,0.0,Under a day,0.8227962609307469,0.6128745580262828,0.15492957746478872,0.626246413366216
Russia,2018,SQL Injection,Telecommunications,Nation-state,Weak Passwords,VPN,11.32,153618,29,0.0,1-3 days,0.10875464870841292,0.15331496550778564,0.39436619718309857,0.17924505344316188
India,2023,Ransomware,Banking,Nation-state,Zero-day,VPN,57.15,704230,71,0.0,1-3 days,0.5694039601970048,0.7043617414139757,0.9859154929577465,0.6931936011142443
China,2019,Malware,Retail,Hacker Group,Weak Passwords,VPN,79.37,863510,2,0.0,Under a day,0.7927429892451503,0.8637675125674157,0.014084507042253521,0.6583186498012505
India,2024,DDoS,Healthcare,Unknown,Social Engineering,Encryption,4.08,488599,11,0.0,Under a day,0.03598351593124938,0.488560474214155,0.14084507042253522,0.19272891431437822
France,2022,Ransomware,Healthcare,Unknown,Weak Passwords,VPN,80.73,964782,47,0.0,1-3 days,0.8064127047944518,0.9651194792691433,0.647887323943662,0.8223196609667014
Germany,2018,Man-in-the-Middle,IT,Unknown,Unpatched Software,Encryption,48.96,323027,49,0.0,1-3 days,0.4870841290581968,0.3228577347527199,0.676056338028169,0.47561065256054824
China,2023,Man-in-the-Middle,Education,Unknown,Social Engineering,Antivirus,10.55,12970,32,0.0,1-3 days,0.10101517740476432,0.01255590661031554,0.43661971830985913,0.14159830434744863
India,2020,Man-in-the-Middle,Government,Unknown,Zero-day,Encryption,50.19,659835,46,0.0,1-3 days,0.49944718062116794,0.6599316861003331,0.6338028169014085,0.5744636595209657
China,2023,SQL Injection,Telecommunications,Hacker Group,Social Engineering,VPN,66.92,336320,51,0.0,1-3 days,0.6676047844004424,0.3361612312114258,0.704225352112676,0.5754958319861841
China,2017,Man-in-the-Middle,Banking,Insider,Unpatched Software,AI-based Detection,47.52,83617,64,0.0,1-3 days,0.47261031259423064,0.08325869110728365,0.8873239436619719,0.4387475523616948
Brazil,2018,Malware,Banking,Nation-state,Unpatched Software,Antivirus,87.13,99178,27,0.0,1-3 days,0.8707407779676349,0.09883197843098204,0.36619718309859156,0.5382594191328304
Brazil,2024,Ransomware,Education,Nation-state,Unpatched Software,Encryption,80.1,489369,41,0.0,1-3 days,0.8000804100914665,0.4893310822238746,0.5633802816901409,0.6595155860509239
Russia,2017,Phishing,Telecommunications,Hacker Group,Zero-day,Firewall,2.22,620350,45,0.0,1-3 days,0.017288169665292997,0.6204155078356823,0.6197183098591549,0.3187123991551822
USA,2020,DDoS,Healthcare,Insider,Weak Passwords,Firewall,38.14,846602,31,0.0,1-3 days,0.3783294803497839,0.8468461616215194,0.4225352112676056,0.5277256309148689
India,2017,Malware,Government,Nation-state,Unpatched Software,Antivirus,61.02,650042,48,0.0,1-3 days,0.608302341943914,0.6501309533221712,0.6619718309859155,0.6315848231657915
Japan,2019,Man-in-the-Middle,Government,Hacker Group,Social Engineering,Antivirus,61.01,549197,59,0.0,1-3 days,0.6082018293295809,0.5492063237894699,0.8169014084507042,0.6322430934917722
France,2023,Phishing,IT,Hacker Group,Unpatched Software,VPN,15.49,138639,14,0.0,Under a day,0.15066840888531513,0.13832413774468055,0.18309859154929578,0.15345116407592088
Australia,2024,Man-in-the-Middle,Healthcare,Insider,Unpatched Software,Antivirus,93.4,833819,14,0.0,Under a day,0.933762187154488,0.8340530678705499,0.18309859154929578,0.7537167322482681
India,2022,Malware,Retail,Insider,Zero-day,AI-based Detection,13.88,813217,71,0.0,1-3 days,0.1344858779776862,0.8134348000572451,0.9859154929577465,0.508456477597566
UK,2017,Malware,Banking,Insider,Zero-day,Antivirus,11.25,636273,30,0.0,1-3 days,0.10805106040808123,0.6363510810029113,0.4084507042253521,0.3266209953499844
Russia,2017,Man-in-the-Middle,Banking,Insider,Social Engineering,Firewall,66.53,45277,43,0.0,1-3 days,0.6636847924414514,0.04488841696098222,0.5915492957746479,0.46361878046394994
Australia,2015,Phishing,Telecommunications,Hacker Group,Unpatched Software,Firewall,89.41,488342,23,0.0,Under a day,0.8936576540355815,0.48830327128104073,0.30985915492957744,0.6552916393880185
France,2019,Phishing,IT,Nation-state,Social Engineering,AI-based Detection,55.31,526220,2,0.0,Under a day,0.5509096391597146,0.5262111806215104,0.014084507042253521,0.43613507517476113
USA,2023,DDoS,Education,Insider,Weak Passwords,VPN,90.38,311596,23,0.0,Under a day,0.9034073776258921,0.31141770857206336,0.30985915492957744,0.6071008323704805
Brazil,2024,DDoS,Retail,Insider,Weak Passwords,VPN,25.17,658226,52,0.0,1-3 days,0.24796461955975477,0.6583214155969059,0.7183098591549296,0.4651407062899351
India,2019,Phishing,Education,Hacker Group,Social Engineering,Encryption,6.29,344693,19,0.0,Under a day,0.05819680369886421,0.34454084272491,0.2535211267605634,0.18316488001901776
France,2016,Phishing,Education,Unknown,Weak Passwords,VPN,37.57,380995,60,0.0,1-3 days,0.3726002613327973,0.3808715076195118,0.8309859154929577,0.4667587660508437
Brazil,2018,Malware,Banking,Insider,Social Engineering,AI-based Detection,3.1,458185,31,0.0,1-3 days,0.02613327972660569,0.45812245861985107,0.4225352112676056,0.23501041970277928
Brazil,2022,Man-in-the-Middle,Education,Insider,Social Engineering,VPN,91.69,581034,67,0.0,1-3 days,0.916574530103528,0.5810684630173206,0.9295774647887324,0.8185232969147066
Russia,2019,Ransomware,Retail,Hacker Group,Social Engineering,Encryption,19.97,722544,14,0.0,Under a day,0.19569806010654336,0.7226902025698276,0.18309859154929578,0.35127580913407913
Brazil,2024,Phishing,IT,Insider,Social Engineering,Firewall,28.78,793783,17,0.0,Under a day,0.2842496733340034,0.7939854545236191,0.22535211267605634,0.4253908955592987
China,2023,SQL Injection,IT,Unknown,Zero-day,Firewall,53.21,620822,21,0.0,Under a day,0.5298019901497638,0.6208878805377442,0.28169014084507044,0.5075053874052193
Russia,2022,Ransomware,Healthcare,Insider,Zero-day,Antivirus,16.6,715102,2,0.0,Under a day,0.1618253090762891,0.7152423261953681,0.014084507042253521,0.29830225380520564
Russia,2021,Man-in-the-Middle,Banking,Unknown,Zero-day,Antivirus,44.32,634390,54,0.0,1-3 days,0.44044627600763897,0.6344665941427786,0.7464788732394366,0.5598588908945404
Japan,2021,Ransomware,Government,Nation-state,Weak Passwords,Firewall,10.34,791473,58,0.0,1-3 days,0.09890441250376923,0.7916736304944602,0.8028169014084507,0.4475176756819128
China,2022,Phishing,IT,Unknown,Weak Passwords,Firewall,41.81,631816,29,0.0,1-3 days,0.4152176098100312,0.6318905616531443,0.39436619718309857,0.4760492128375786
Germany,2016,Malware,Banking,Nation-state,Social Engineering,Antivirus,84.54,517353,41,0.0,1-3 days,0.8447080108553624,0.517337179034258,0.5633802816901409,0.6902312154759869
Japan,2015,Malware,Telecommunications,Insider,Unpatched Software,AI-based Detection,40.38,118734,21,0.0,Under a day,0.40084430596039805,0.11840342029861561,0.28169014084507044,0.2922812072387978
India,2020,Man-in-the-Middle,Education,Insider,Zero-day,Encryption,39.15,963367,50,0.0,1-3 days,0.38848125439742687,0.9637033619525806,0.6901408450704225,0.6213798047985721
Australia,2021,SQL Injection,Telecommunications,Insider,Social Engineering,Antivirus,22.51,71557,47,0.0,1-3 days,0.2212282641471505,0.07118916825375221,0.647887323943662,0.26154834733843335
Brazil,2017,Ransomware,Government,Hacker Group,Zero-day,Antivirus,58.18,824704,30,0.0,1-3 days,0.579756759473314,0.8249308704567904,0.4084507042253521,0.6190477817187645
Germany,2023,Man-in-the-Middle,Banking,Nation-state,Social Engineering,Antivirus,92.48,1326,11,0.07,Under a day,0.9245150266358428,0.0009027122399573263,0.14084507042253522,0.4906973410744157
UK,2015,Phishing,Banking,Insider,Zero-day,AI-based Detection,51.38,630931,48,0.0,1-3 days,0.5114081817268068,0.6310048628367783,0.6619718309859155,0.57739991591162
Germany,2016,Phishing,Government,Insider,Unpatched Software,AI-based Detection,93.61,395731,64,0.0,1-3 days,0.935872952055483,0.39561914350422483,0.8873239436619719,0.7640870078114033
Australia,2017,Ransomware,Government,Unknown,Weak Passwords,AI-based Detection,27.38,918816,58,0.0,1-3 days,0.27017790732736957,0.9191171834577482,0.8028169014084507,0.5713874889826993
Australia,2021,Malware,Healthcare,Nation-state,Weak Passwords,Antivirus,74.61,357205,21,0.0,Under a day,0.7448989848225953,0.35706272248804305,0.28169014084507044,0.5359063373267247
UK,2019,SQL Injection,IT,Unknown,Unpatched Software,Encryption,78.84,464960,24,0.0,Under a day,0.7874158206854961,0.46490280831576114,0.323943661971831,0.5979674852318426
USA,2019,Ransomware,Telecommunications,Insider,Unpatched Software,VPN,65.7,51619,3,0.0,Under a day,0.6553422454518043,0.05123542475012785,0.028169014084507043,0.3486755529678419
Brazil,2017,Phishing,IT,Unknown,Social Engineering,Antivirus,81.04,850794,69,0.0,1-3 days,0.8095285958387779,0.851041471721188,0.9577464788732394,0.8516260352103933
France,2015,Man-in-the-Middle,Banking,Nation-state,Unpatched Software,VPN,27.2,559841,22,0.0,Under a day,0.2683686802693738,0.5598587285368155,0.29577464788732394,0.3612968882731964
China,2018,DDoS,Healthcare,Nation-state,Weak Passwords,Antivirus,86.38,685136,62,0.0,1-3 days,0.8632023318926525,0.6852526643521739,0.8591549295774648,0.8090079511674714
Brazil,2016,Malware,Education,Unknown,Weak Passwords,Firewall,83.93,102797,17,0.0,Under a day,0.8385767413810434,0.10245383607666449,0.22535211267605634,0.49509494404873233
France,2022,Ransomware,Healthcare,Insider,Social Engineering,VPN,40.36,439046,42,0.0,1-3 days,0.40064328073173183,0.4389683460250137,0.5774647887323944,0.4475051019198489
USA,2019,SQL Injection,Telecommunications,Insider,Social Engineering,AI-based Detection,57.4,51312,26,0.0,1-3 days,0.5719167755553322,0.05092818233586299,0.352112676056338,0.3716593776896926
Brazil,2022,Ransomware,Retail,Unknown,Unpatched Software,AI-based Detection,1.42,510870,35,0.0,1-3 days,0.00924716051864509,0.5108490599082677,0.4788732394366197,0.2536529461191268
Russia,2021,SQL Injection,Government,Hacker Group,Zero-day,VPN,66.5,348118,42,0.0,1-3 days,0.6633832545984522,0.34796854718372794,0.5774647887323944,0.5515751492008234
Australia,2016,Ransomware,Healthcare,Unknown,Social Engineering,AI-based Detection,47.18,509930,68,0.0,1-3 days,0.46919288370690526,0.5099083176626358,0.9436619718309859,0.5763013315184405
UK,2016,Ransomware,IT,Hacker Group,Zero-day,Firewall,58.99,822380,26,0.0,1-3 days,0.587898281234295,0.8226050353729092,0.352112676056338,0.6111531864402878
Germany,2022,SQL Injection,Banking,Unknown,Unpatched Software,Antivirus,52.91,619669,19,0.0,Under a day,0.5267866117197708,0.6197339701024108,0.2535211267605634,0.5000177222427213
Australia,2023,SQL Injection,Telecommunications,Insider,Weak Passwords,VPN,20.95,341111,14,0.0,Under a day,0.20554829631118707,0.340956014295279,0.18309859154929578,0.24168067075403638
France,2018,Ransomware,Government,Hacker Group,Weak Passwords,Antivirus,2.79,443730,39,0.0,1-3 days,0.02301738868227963,0.44365604461920455,0.5352112676056338,0.2516477612480279
Japan,2017,DDoS,IT,Insider,Weak Passwords,Encryption,27.76,824968,15,0.0,Under a day,0.2739973866720274,0.8251950789172657,0.19718309859154928,0.42399383672950325
Japan,2016,Man-in-the-Middle,Retail,Nation-state,Social Engineering,AI-based Detection,58.77,172346,51,0.0,1-3 days,0.5856870037189668,0.1720577535675648,0.704225352112676,0.485305898352288
Germany,2022,DDoS,Telecommunications,Hacker Group,Weak Passwords,Antivirus,51.95,919855,56,0.0,1-3 days,0.5171374007437934,0.9201570038760583,0.7746478873239436,0.689545378999503
Germany,2021,Man-in-the-Middle,IT,Hacker Group,Social Engineering,AI-based Detection,90.57,254634,5,0.0,Under a day,0.905317117298221,0.2544107300660221,0.056338028169014086,0.5402493833027199
France,2022,Phishing,Retail,Unknown,Weak Passwords,Antivirus,39.15,724409,56,0.0,1-3 days,0.38848125439742687,0.724556675216746,0.7746478873239436,0.566537207228526
UK,2018,Phishing,Healthcare,Unknown,Unpatched Software,Encryption,95.3,269142,72,0.0,1-3 days,0.9528595838777767,0.26893018591668827,1.0,0.7571088477138948
India,2024,Phishing,Retail,Insider,Unpatched Software,Antivirus,92.48,32067,19,0.0,Under a day,0.9245150266358428,0.03166798604098634,0.2535211267605634,0.52246213448233
